page,keyword,content,user,time,reposts,comments,likes,url
2,法国立法选举,昨天是法国立法选举首轮投票日，晚上6点半之后7点钟之前，主流法媒各大编辑部基本都已收到了首轮投票的结果(即民调机构的首批出口民调预测数据，非最终结果，但基本盘已不会大变，排名不变，具体票数席位待定），方便其制作图表。但法媒需要依照法国法律的规定，晚间八点选举投票之前不对外公布相关数据，违者罚款75000欧元。当然秘密压根保守不了(太久），高层政客，一众记者制图员及其关系网，民调机构员工以及合作伙伴智库咨询公司之类，衣食父母大客户要想知道能不说吗，再加上各自的亲朋好友社会关系😃...这次看到有的匿名账号直接晒出民调机构提前给的数据图片，有的尚且遵循一下职业道德，不直说，但社媒账号上也会各种暗示，比如“凛冬将至”，“民调机构目前运行良好”(民调此前都显示三角性形势，极右翼第一，左翼联盟第二，马克龙一派第三。民调机构又一次正确）。法国的邻国，比利时瑞士的媒体当然不受法国法律约束，往往提前将到手的结果公开，每次法国选举他们的流量蹭蹭上涨～预测数据准确的时候很多，偶尔也有不准确的时候，所以往往正规媒体会提醒网友谨慎对待。此次因为创下30年以来的高投票率，三角局面很多，所以民调给的席次区间也特别大，难以预测极右翼是否能拿到多数席位，可见二轮投票复杂程度。但有一点搞民调的统计的基本都认可，左翼联盟(包括极左LFI不屈党）VS极右翼，不投给极左LFI，就意味着让极右翼掌权...法国政坛未来热闹了，总统与议会选举也不再同步...昨晚法国四大滚动新闻频道的收视率(全天候7天x24小时，全天有画面，实际的直播时间有限，夹杂广告、重复播放的新闻、纪录片，重大事件特别节目期间会适当延长直播时间，但基本午夜时分就散场），亲马克龙的BFMTV，一扫近期颓势，以6.2%的收视率领跑，5-6月连续两月新闻频道里跃为收视第一的极右翼Cnews频道，4.3%居次(该频道的嘉宾人物，律师Pierre Gentillet和时评员Guillaume Bigot参选，首轮均领先），私立电视一台集团旗下的LCI(名字就叫“新闻频道”），2.2%，一直收视垫底的公立电视集团旗下Franceinfo，1.5%。7月1号晚法国电视一台TF1的立法选举特别节目，四位嘉宾，阿塔尔、巴尔代拉、共和党格扎维耶.贝特朗、左翼联盟拉斐尔.格鲁克斯曼。在此之前德国欧洲杯八分之一决赛，法国迎战比利时... ,欢欢在法国,2024-07-01 23:18,1,0,6,https://weibo.com/2398792114/OlATTu0wM
2,法国立法选举,立法选举期间，马克龙身着（非常）休闲的服装出现在勒图凯街头- 法新社法国巴黎的天气有很冷么？还是马克龙肾虚？还是我不懂巴黎上流社会的时尚？他的穿着赶脚到了秋冬季节。来源IG L-书剑舞-的微博视频 ​,-书剑舞-,2024-07-01 23:06,1,2,1,https://weibo.com/7577432788/OlAOK4zuS
2,法国立法选举,"【#法国极右翼政党主席称已准备好当总理#】周日，法国极右翼政党“国民联盟”主席若尔丹·巴尔代拉在巴黎总部发表讲话称，他已准备好成为法国“常务总理""，因为选举结果显示该党在第一轮立法选举中遥遥领先，获得了全国 33.15% 的选票。巴尔代拉说：”下周日，胜利是可能的，更替也指日可待，法国和共和国必须获胜。让我们团结起来，让我们集结起来，让我们为变革而动员。“根据法国内政部公布的最终结果，“国民联盟”在民调中名列榜首，而左翼联盟“新人民阵线”则以 27.99% 的支持率位居第二，总统马克龙的中间派联盟以20.76%的支持率位居第三。立法选举的第二轮投票将于下周日举行。若下轮投票“国民联盟”在577席的国会赢得289席，成为绝对多数，则巴尔代拉有可能担任总理。 LRuptly国际新闻视频通讯社的微博视频 ",Ruptly国际新闻视频通讯社,2024-07-01 22:42,9,7,21,https://weibo.com/5108550554/OlAF6m3k6
2,法国立法选举,【#法国大选后欧洲股市全面上涨#！发生了什么，到底谁会笑到最后？】是什么让法国民众拖慢去度假的脚步，也要出门去投票？当地时间6月30日，法国国民议会选举举行第一轮投票。据法国内政部7月1日公布的数据，此次选举的投票率达66.71%，创1997年以来立法选举投票率最高纪录。“法国人的休假期即将开始，这样的投票率简直不可想象。”正在法国观察选举的对外经济贸易大学法国经济研究中心主任、巴黎索邦大学博士生导师赵永升对第一财经记者表示，此次法国选民在第一轮选举中的投票率创下近40年来新高，投票率已经超过了全部选民的三分之二，要知道在2022年的上次选举投票中，同一时间只有39.4%的选民投了票。据统计，在此次首轮国民议会选举投票中，玛丽娜·勒庞领导的极右翼政党国民联盟获得33.15%选票，第二名左翼联盟“新人民阵线”得票率在27.99%，法国总统马克龙率领的“复兴党”为首的中间派执政联盟“在一起”得票率在20.83%，位列第三。投票结果出炉后，7月1日欧元和欧洲股市全面上涨。为何马克龙所在政党联盟得票率“垫底”，但市场却如此表现？O法国大选后欧洲股市全面上涨！发生了什么，到底谁会笑到最后？ ,第一财经日报,2024-07-01 22:35,3,0,3,https://weibo.com/1926909715/OlACordkf
2,法国立法选举,【法国首轮大选极右翼领先，采访法国政治对立面支持者的感受】#法国#法国超话出口民调显示，极右翼国民联盟在第一轮立法选举中赢得了约34%的选票，有望成为法国议会中最大的政治力量，引发了左翼支持者的担心，报道来自：Guardian News L日新说Copernicium的微博视频 ​,日新说Copernicium,2024-07-01 20:31,0,0,1,https://weibo.com/7821047516/OlzNPjfbO
2,法国立法选举,法国🇫🇷极右在立法选举中排名第一，当晚法国人就上街游行了，反对极右的崛起。大批示威者聚集在巴黎共和国广场燃放烟花，并高喊口号，抗议极右国民联盟在第一轮投票中领先。然后不出意外，巴黎街头发生了骚乱，有人点燃了照明弹，砸碎附近商店的橱窗。不止巴黎，当晚在里昂等多座法国城市也有类似的抗议集会举行。其实，结果并不重要，游行才是最重要的。无论谁排第一，当晚都会有骚乱。#法国##法国事儿# L法国漂的微博视频 ,法国漂,2024-07-01 19:41,8,42,106,https://weibo.com/2323101850/OlztLj4mg
2,法国立法选举,2024年法国立法选举结果：极右翼和左翼落后，总统阵营陷入巨大危险马克龙：寄 ​,灰色魔毯Enterprise-NorthPoint,2024-07-01 19:34,0,0,4,https://weibo.com/5157710669/OlzqBolsz
2,法国立法选举,法国划分577个立法选区，对应国民议会577个席位。 选举采取两轮投票制，第一轮投票中，候选人得票超过半数的直接当选; 若无人得票过半，则获得不低于本选区12.5%登记选民支持的候选人进入第二轮投票，得票最高者当选。 当选者任期五年。法国提前立法大选第一轮投票30日晚落下帷幕。极右翼政党-“国民联盟”取得了立法选举中最高的成绩，得票率34%。泛左翼联盟的新人民阵线列第二，拿下29.1%选票；马克龙领导的执政多数输掉了赌注，排位第三，20.5%，远远落后于极右势力和泛左翼联盟-新人民阵线。玛丽娜·勒庞领导的右翼全国集会党 (RN) 的 39 名候选人在第一轮中当选。32名左翼新人民阵线（NFP）联盟候选人也当选，而马克宏的中间派合奏联盟只有2名候选人当选。577 个议会席位中的 504 个席位仍有待在周日（7月7日）的第二轮投票中决定。————————————————————————欧洲集体右转不可避免，美国以懂王代表WASP盎格鲁撒克逊新教白人集团也必然会进行最后的抗争，但是美国已经过了转捩点，没办法保住WASP的美国社会。最后必定重蹈南非覆辙。不同种族的人民根本就不应该生活在一个国家。欧洲文明的历史太过短浅，他们没有经历过中国历史上的“五胡乱中华”，不知道这类历史的惨烈。未来几十年，欧洲一定会经历残酷的种族清洗，重回欧洲是欧洲人的欧洲这样的社会状况。文明冲突，种族矛盾将是全球斗争的主线。非洲人理所当然应该生活在非洲，任何侨民都应该遵循寄居他国入乡随俗的原则，不应该反客为主。 ,月心驰,2024-07-01 17:49,0,0,1,https://weibo.com/5344088561/OlyKknuN9
2,法国立法选举,勒庞的极右翼赢得第一轮选举，追逐法国多数席位 / 彭博社————马克龙的政党排名第三，落后10多个百分点。第二轮投票将于7月7日举行。玛丽娜·勒庞的国民联盟在法国立法选举的第一轮投票中取得了压倒性的胜利，并将目光投向了绝对多数，而总统埃马纽埃尔·马克龙和她的其他对手开始采取措施阻止极右翼掌权。根据周日晚间五家民调公司的分析，该党预计将获得高达34%的选票。左翼的新人民阵线联盟预计将获得约29%的选票，而马克龙的中间派联盟将获得21%至22%的选票。自从马克龙宣布提前大选以来，经过数周的市场动荡，下周日的第二轮选举将归结为一个基本问题：勒庞能否获得绝对多数？民调机构的预测显示，勒庞有机会，但这并不是最有可能的结果。“第二轮将是决定性的，”勒庞在她位于法国北部的选区对欢呼的支持者们说。“为了推动国家所需的改革，我们需要绝对多数。”欧元在亚洲时段兑美元上涨了0.2%，因为最极端的情况——左翼获胜——已经排除，勒庞获得多数席位的可能性也较小。欧洲斯托克50指数期货上涨1%，法国债券期货小幅走高。早在周日晚上，马克龙已经开始与盟友联系，试图阻止勒庞完成她的胜利。“极右翼正接近掌权的门槛，”他的总理加布里埃尔·阿塔尔在首批预测结果发布后对记者表示。“我们的目标很明确：防止国民联盟党获得绝对多数。”法国政界现在正进入一个为期两天的激烈协商期，各党派都在努力在下周末的最后一轮投票中最大化自己的胜算。在577个选区中，有一半以上的选区有三人晋级决选。在这种情况下，排名第三的候选人可以退出，以增加其他主流政党击败国民联盟党的机会。左翼政党联盟新人民阵线的让-吕克·梅朗雄表示，他将鼓励其集团中排名第三的候选人退出，而马克龙也发表声明，呼吁在第二轮选举中建立一个广泛、明确的民主和共和联盟。马克龙的文艺复兴党表示，它将在排名第三的选区撤回候选人，以帮助那些尊重“共和国价值观”的人击败极右翼。然而，这正是问题所在——梅朗雄的法国不屈党提出了一系列违反欧盟预算规则的支出计划，这可能会引起投资者的担忧。因此，目前尚不清楚马克龙的政党是否会在极左翼可能受益的选区撤出候选人。提交第二轮选举文件的截止日期是周二下午6点，届时情况将会更加明朗。马克龙团队寻求与左翼建立联盟的早期迹象之一是，总理在周日晚决定暂停实施一项不受欢迎的失业保险改革。政府曾表示，这些计划将通过减少福利来鼓励人们工作，但反对党在失业率上升之际广泛批评此举。尽管马克龙的总统任期并未正式受到威胁——他也表示没有辞职的计划——但周日的结果表明，他要么必须与勒庞的团队共同执政，要么管理一个基本陷入僵局的议会。国民联盟反对马克龙的大部分优先事项，包括移民政策、养老金改革以及加强欧盟等。投资者更倾向于议会僵局。国民联盟表示，除非它完全控制立法机构，否则不会领导下一届政府。自马克龙于6月9日宣布提前大选以来，市场一直处于动荡中，导致债券市场出现了自主权债务危机以来最严重的下跌，法国股市市值蒸发了近2000亿美元。投资者要求持有10年期法国国债相对于德国国债的额外收益率在周五升至86个基点，为2012年以来的最高水平。如果为了阻止勒庞获得绝对权力而形成的联盟看起来开始有可信度，法国市场可能会复苏，XTB研究主管凯瑟琳·布鲁克斯表示。“一个悬而未决的议会可能会使目前的法国议会难以有所作为，而这正是市场所希望看到的，”她说。 ,美鸥阅读,2024-07-01 17:49,4,2,10,https://weibo.com/7780343210/OlyKi8pq9
3,法国立法选举,【马克龙惨败：#马克龙领导的中间派联盟在首轮选举位居第三#】法国提前立法大选第一轮投票30日晚落下帷幕。极右翼政党-“国民联盟”取得了立法选举中最高的成绩，得票率34%。马克龙领导的执政多数输掉了赌注，排位第三，20.5%，远远落后于极右势力和泛左翼联盟-新人民阵线。早前，法国总统马克龙中间派阵营在欧洲议会选举惨输给极右翼政党“国民联盟”后，于9日宣布解散国会并提前选举。然而法媒将马克龙这场“政治豪赌”形容为“惨输”。 LRuptly国际新闻视频通讯社的微博视频 ,Ruptly国际新闻视频通讯社,2024-07-01 13:55,10,4,19,https://weibo.com/5108550554/Olxd2heTF
3,法国立法选举,【法国立法选举极右翼大幅领先 创多项选举记录】法新社报道，根据民调机构的初步估算，在6月30日举行的法国历史性立法选举首轮投票中，极右翼政党国民联盟得票率遥遥领先。这也是法兰西第五共和国有史以来极右翼势力首次有望参与掌权。      超过4930万法国人参加第一轮立法选举的投票。根据内政部的最终结果，巴尔德拉和玛丽娜·勒庞领导的国民联盟及其盟友获得了33.15%的选票，打破了两项纪录：其历史最高得票率以及该党在全国选举（非第二轮）中获得的最多选票数。左翼联盟“新人民阵线”获得27.99%的选票，总统马克龙的执政党阵营的选票为20.76%。未选择与极右翼结盟的传统右派共和党获得了10。23%的选票。      国民议会577个席次的重新分配将取决于下周日举行的第二轮投票，根据目前的形势，第二轮投票前或许会出现极右、极左和执政党阵营“三足鼎立”的局面。#近距离看法国# ,欧洲时报,2024-07-01 13:44,4,0,2,https://weibo.com/1763351504/Olx8JqiCy
3,法国立法选举,法国昨日的立法选举极右以34.2%的票数大胜，这个结果我毫不意外.......勒庞乐开花了都！马克龙现在要急眼了，下星期如果还是极右翼赢，那小马基本上就被架空了。至于立法选举的结果会有什么影响，世界报的这个视频说的很清楚....// L法兰西那点事儿的微博视频 ​,法兰西那点事儿,2024-07-01 10:52,57,25,210,https://weibo.com/6346787731/Olw0OrwZp
3,法国立法选举,埃马纽埃尔·马克龙的中间派联盟在法国第一轮立法选举中获得第三名。周日，玛丽娜·勒庞的全国集会在选票上名列前茅，这一结果使该国陷入政治不确定性。（来源:RT） L孤烟暮蝉的微博视频 ​,孤烟暮蝉,2024-07-01 10:37,1,8,34,https://weibo.com/2150758415/OlvUKnqN8
3,法国立法选举,法国： “每个人都讨厌法西斯分子”，反对极右翼的示威者高呼。在中间派马克龙党在第一轮立法选举中落败后，数千名左派支持者涌上街头，砸商店，放火，暴力发泄情绪。#法国大选今日马勒对决##巴黎骚乱# L-书剑舞-的微博视频 ​,-书剑舞-,2024-07-01 08:31,1,4,4,https://weibo.com/7577432788/Olv5EuHkL
3,法国立法选举,⚡🗳️🇫🇷爱国者赢得了法国全国的立法选举 ​,童鞋的利剑_777,2024-07-01 07:57,2,0,34,https://weibo.com/7780226591/OluRKlyOQ
3,法国立法选举,法国🇫🇷立法选举结果，有3种情况：～第一种，马克龙的党派获得超过289个席位的绝对多数，他可以随意任命总理；～第二种，也是左派联盟和极右希望的那样，共同执政，总理从马克龙的反对党派里任命；～第三种，没有任何一个党派获得绝对多数，马克龙可以和其他党派协商，组成多数派，他依旧掌权；或其他党派组成联盟，马克龙和他们依旧“共同执政”。#法国##法国立法选举# L法国漂的微博视频 ,法国漂,2024-07-01 07:32,4,12,28,https://weibo.com/2323101850/OluHEFmiJ
3,法国立法选举,法国第一轮立法选举后的人们自然按种类聚集。愤怒的人群聚集在巴黎共和广场。看会场上的旗子就知道是一群什么人。 L我就是喜欢看小说的微博视频 ​,我就是喜欢看小说,2024-07-01 06:18,4,6,27,https://weibo.com/6620880925/Oludy5kNU
3,法国立法选举,明明已经很困撑不住了是什么让我熬到现在是他🇫🇷天杀的“PM101”我一个老中竟然在这里过着法国时差，全程在跟立法选举🚬#ElectionsLegislatives2024 ​,愚人用户已佛,2024-07-01 03:15,0,2,2,https://weibo.com/7856482019/Olt1iia7x
3,法国立法选举,法国🇫🇷立法选举，勒庞第一轮赢了以后马上开始演讲：马克龙团队翻篇儿啦。#法国##法国事儿# L法国漂的微博视频 ​,法国漂,2024-07-01 02:32,24,34,130,https://weibo.com/2323101850/OlsJUz94E
4,法国立法选举,"法国议会选举第一轮：极右翼国民联盟极其联盟在第一轮立法选举中以 34.2% 领先，左翼新人民阵线29.1%；总统的执政党得票率为21,5%。#法兰西的故事# ​",漆园隐吏在巴黎,2024-07-01 02:21,18,55,67,https://weibo.com/1285168042/OlsFigtHS
4,法国立法选举,法国🇫🇷立法选举，结果新鲜出炉，极右第一，左派联盟第二。马克龙失败。#法国事儿##法国# L法国漂的微博视频 ​,法国漂,2024-07-01 02:01,45,56,304,https://weibo.com/2323101850/OlsxbuHNZ
4,法国立法选举,#量化对冲基金#黎真主党称又有3名成员在黎以临时边界冲突中死亡6月30日讯，当地时间6月30日，黎巴嫩真主党宣布又有3名成员在黎以临时边界冲突中死亡。自2023年10月8日黎以临时边界爆发冲突以来，黎巴嫩真主党已有361人在黎巴嫩和叙利亚死亡。法国立法选举投票率明显增多6月30日讯，据法国国际广播电台报道，截至当地时间周日中午12:00（北京时间18:00），法国立法选举第一轮投票参与率大幅上升，达25.90%，而2022年大选期间为18.43%。据法国内政部报告称，在1997年，上次提前立法选举时，中午时的得票率为22.74%。法新社称，6月9日马克龙宣布解散国民议会的地震，以及可能为极右掌权铺平道路的投票问题，似乎更加动员了法国选民投票。 ,QuantHedgeFund,2024-07-01 01:14,0,0,0,https://weibo.com/1659280190/OlsefD0bD
4,法国立法选举,法国🇫🇷立法选举，预计截止到今晚8点，投票率将高达69.5%。比2022年高出22%😲#法国##法国事儿# L法国漂的微博视频 ​,法国漂,2024-07-01 00:27,7,18,39,https://weibo.com/2323101850/OlrVd0Yiu
4,法国立法选举,【法国立法选举：极右翼可能在马克龙的关键选举中掌权】（政治新闻网）选民将于周日参加法国现代史上最重要的立法选举之一的第一轮投票 。法国总统埃马纽埃尔·马克龙的中间派联盟面临彻底毁灭的危险，不仅是因为极右翼国民联盟（民意调查显示，该联盟可能会在下个月执政），还因为左翼。   这关系到法国在欧盟和北约中的领导地位，以及法国经济。 我们将从 6 月 30 日欧洲中部时间下午 5 点开始关注每一个变化。投票将于欧洲中部时间晚上 8 点结束，预计随后不久将进行出口民调。在今天的提前选举中，近 60% 的登记选民在下午 5 点之前投了票，与 2022 年相比增加了约 20 个百分点。这使得今天的投票有望创下至少 25 年来的最高投票率。民意调查机构 IFOP 预测，当所有投票站关闭时，最终投票率将达到 69%。大多数地方将在晚上 6 点关闭，但某些城市地区的选民将有时间在晚上 8 点之前投票。法国总统埃马纽埃尔·马克龙 在如此危急的情况下突然宣布提前举行选举，这一决定 似乎重新动员了选民。创纪录的是，有超过 200 万选民在选举日当天无法前往投票站，因此在投票前登记将委托书交给了其他人。 ,领事闲谈,2024-06-30 23:33,0,0,4,https://weibo.com/1444313404/Olrzdvc4b
4,法国立法选举,法国🇫🇷立法选举，如果马克龙成功地让沉默的大多数都去投了票，进入了第二轮，他还是有胜算的。 #法国# #法国事儿# ​,法国漂,2024-06-30 22:19,5,5,5,https://weibo.com/2323101850/Olr594LVa
4,法国立法选举,法国🇫🇷立法选举，梅朗雄在巴黎投票。关于投票结果top2，极右翼进入前二应该没什么悬念了，左派联盟和马克龙可以争一下第二。如果马克龙第二，最后的结果还应该是马克龙赢，如果左派联盟第二，那么最后的结果应该就是极右赢了。#法国##法国事儿# L法国漂的微博视频 ​,法国漂,2024-06-30 22:11,0,10,28,https://weibo.com/2323101850/Olr2baifx
4,法国立法选举,法国历史性立法选举之前，一幅被大量转发的法国左翼时政讽刺漫画家Allan Barte阿兰.巴特的漫画，援引宫崎骏1992年《红猪》(Porco Rosso）的金句:“Je préfère encore être un cochon décadent qu'un fasciste - Hayao Miyazaki”(我宁愿做一只颓废的猪，也不愿做法西斯)。#法式幽默# ​,欢欢在法国,2024-06-30 21:47,2,1,7,https://weibo.com/2398792114/OlqSjbkok
4,法国立法选举,预防对法国立法选举结果不满后可能出现的“打砸抢烧”，法国快讯简讯类账号发布网友投稿，巴黎里昂格勒诺布尔等大城市的一些商家早做准备，加装挡板设障保护了。法国每日新闻集锦。涉及拜登特朗普辩论，不知道能看不能看到 ​,欢欢在法国,2024-06-30 21:45,0,0,2,https://weibo.com/2398792114/OlqRkzvsV
