page,keyword,content,user,time,reposts,comments,likes,url
2,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#62岁去上班，找不到医院在哪里，被警察送回家，全勤奖没了 ​,今天想我莓·,2024-07-23 21:49,0,0,1,https://weibo.com/5309212168/OoVIwg1CL
2,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#8字格局看啥时候退休？任何格局，凡是年干通根到时支的，到晚年都闲不下来的，就算不上班也要忙事情的哦。格局是人的事业，格局通根到时支，很难退休如乾：壬戌 己酉 丙申 己亥年干七杀通根时间支，亥水是壬水的根，七杀是事业，到晚年还在干活的，所以退不了休例2：辛酉 壬辰 丙辰 戊戌丙日柱金为财，年辛金财通根到时支，戌中有辛金，所以也是一生都要勤勤恳恳挣钱的呀，没有退休一事了如果时柱是正印坐正印，也是到老也退不了休。好比教师退休后在培训机构兼职挣额外收入啥的 ,带露珠滴小草,2024-07-23 21:20,0,3,0,https://weibo.com/5745526762/OoVwImb9r
2,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#65岁 正是拼搏的年纪… ​,吧唧吧唧_x9,2024-07-23 21:12,0,0,0,https://weibo.com/5020456747/OoVtv1xst
2,90后退休时间延长到65岁以后,90后退休时间延长到65岁以后1、对女性：要多交15年社保；2、对所有人：缩短了领养老金的年限（可能原先50岁退休，还能领40年，现在65岁退，身体大概率没有50岁退的好，乐观估计到85岁领20年）；3、在一家单位持续有工作根本不可能，50-65岁之间，会面临找不到工作+领不到退休金，只能依靠存款；4、延退，老年人占岗，年轻人就业更加困难；5、对已缴纳社会保险的人，没有契约精神，凭什么说变就变，说改就改；6、双职工家庭没有老人可以帮忙照看。 ,娱乐追剧英英,2024-07-23 21:10,0,5,19,https://weibo.com/7478680172/OoVstChzN
3,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#就这体格子，一年看病都得花进去万八千的65岁退休，那我还能领着退休金了吗？ ​,huiyingggY_Y,2024-07-23 21:08,0,2,0,https://weibo.com/3115093045/OoVrVp63L
3,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#90后是触犯了天条吗？ ​,千玺的小笨蛋1128,2024-07-23 20:55,0,0,0,https://weibo.com/6185078211/OoVmwx3Hu
3,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#谁问你了？你说得对，但是有一个小问题：谁问你了？我的意思是，谁让你上麦了？我告诉你，根本没人问你，在我们之中0人问了你，我把所有问你的人都请来party了，到场人数是0个人，谁问你了？WHO ASKED？誰が聞いた?누가 물어봤어?谁问汝矣？我今天来帮你找找到底是谁问了你？ ,超级无敌板烧鸡腿堡AAA,2024-07-23 20:40,0,0,0,https://weibo.com/6600556996/OoVgwyT6g
3,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#生活在一个巨大的楚门世界里，一切都是安排好了 ​,Wuhxg,2024-07-23 20:30,0,0,1,https://weibo.com/3895901533/OoVcA9qY0
3,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#以前：美甲真好看，在哪做的以后：假牙真不错，在哪做的 ​,脾气暴躁的温柔姑娘,2024-07-23 20:19,0,0,0,https://weibo.com/1914616463/OoV81xc7o
3,90后退休时间延长到65岁以后,#90后退休时间要延长到65岁以后#突然怀念起当无业游民的日子了 ​,全球反内卷主义大废物,2024-07-23 20:11,0,0,0,https://weibo.com/5128444355/OoV4MioOe
3,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#无所谓，我挣多少花多少，没钱了就死…… ​,Whdvshke,2024-07-23 19:36,0,0,0,https://weibo.com/6638739763/OoUQG4zRx
3,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#天呀一想到我还有44年才能退休天都塌了我感觉 ​,这么花心真是对不起,2024-07-23 18:46,0,0,0,https://weibo.com/5976323484/OoUwkbHPn
3,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#又说已辟谣，呵，在反复试探。 ​,要快点滚去学习啊,2024-07-23 18:37,0,1,1,https://weibo.com/7148182999/OoUsLgE7H
4,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#活都不到65 ​,聆忆冬诗,2024-07-23 18:31,0,0,1,https://weibo.com/7564954315/OoUpWqeiH
4,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#你还别说，我妹妹的爷爷今年85了还在厂里给人做会计的👴🏻🧮 ​,那天午后打了个盹儿,2024-07-23 18:28,0,0,1,https://weibo.com/5969347211/OoUp3n1HH
4,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#65岁退休还养什么老啊，直接准备送终了，或者我都活不到60岁 🥹 ​,想象力的当_,2024-07-23 18:28,0,0,0,https://weibo.com/5092805355/OoUoOFWB8
4,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后##办公室黄昏恋被发现要离职吗#适合60岁同事的团建地点#62岁同事皮肤超绝松弛感#气质通勤老花镜推荐#办公老年机性能评测#65岁同事退休趴最好吃的流食这样做#午休发现同事硬硬的原来是死了 ​,关于你的春日,2024-07-23 18:25,0,2,0,https://weibo.com/7366155244/OoUnBCGhZ
4,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#不说了开始攒钱准备自己给自己养老... ​,Jushey,2024-07-23 18:22,0,0,0,https://weibo.com/7726719485/OoUmCEQwB
4,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#退休了再活两年直接死 太省心了真是 ​,_Beside_,2024-07-23 18:20,0,1,0,https://weibo.com/5459604350/OoUlvqH1T
4,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#没事哒～00后又不算90后🤓 ​,你耳机没连上,2024-07-23 18:17,0,0,0,https://weibo.com/2830657357/OoUku3Tbw
4,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#别试探，有人同意算你狠 ​,懒懒蒙澈诺,2024-07-23 17:50,0,0,0,https://weibo.com/3719599641/OoU9obHfa
4,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#是这样的 我有可能都活不到那个时候 真就上到死 ​,Marl咸鱼日记,2024-07-23 17:44,0,0,0,https://weibo.com/7435415131/OoU7bjynU
4,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后##退休##退休年龄# 谣言！已辟谣！ ​,暖暖快长大吧,2024-07-23 17:43,0,0,0,https://weibo.com/6088365731/OoU6QlQpS
5,90后退休时间延长到65岁以后,#荆小检说法# 【从开户到领取，个人养老金业务全流程操作指南】个人养老金从开户到领取，全流程具体如何操作呢？建立个人养老金账户、开立个人养老金资金账户、自然年度内一次性或分次向个人养老金资金账户缴费……全流程指南，一个视频了解↓via~@人民日报 视频内容仅供参考，以最新法律法规为准 L法治四川的微博视频网友讨论～#90后退休时间延长到65岁以后##退休#，无论怎样相关知识了解一下 ,江北检察,2024-07-23 17:15,0,1,0,https://weibo.com/2972503342/OoTVbw2mQ
5,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#冷知识 中国教师平均寿命59.3 ​,像星辉像野风,2024-07-23 17:09,0,0,1,https://weibo.com/5844009614/OoTSVbLy6
5,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#“领导，我请一天假，家里人要给我办六十大寿” ​,魔芋超难吃,2024-07-23 17:09,0,0,0,https://weibo.com/7475893076/OoTSTtGQn
5,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#上四休三没我的份这种时候想到我们了 ​,小崔碎碎念日常,2024-07-23 17:08,0,0,0,https://weibo.com/7456332962/OoTSgtqfo
5,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#以前幻想，老了以后去一个面朝大海春暖花开的城市生活。坐着摇椅，晒太阳。现在只想65之前赶紧把老年生活提前过了… ​,拾壹不讲李,2024-07-23 17:04,0,0,0,https://weibo.com/3911877363/OoTQT5JVv
5,90后退休时间延长到65岁以后,蚂蚁云客服招募超话#居家办公# 母子一场，谁也顾不上谁……#90后退休时间延长到65岁以后# ​,莫名其妙20240204,2024-07-23 16:49,0,1,1,https://weibo.com/5894275025/OoTKRhNRo
5,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#我不同意！！！！！！！！！！！！！！刚上班的时候还指望着55退休，直接延长十年！！？？？ ​,赞赞平安daytoy,2024-07-23 16:48,0,5,2,https://weibo.com/6383320049/OoTKnoR3Q
5,90后退休时间延长到65岁以后,还好我是70后？快退休了#90后退休时间延长到65岁以后#摩登兄弟超话#刘宇宁南珩离十六# ​,谢谢-Zoey_tse,2024-07-23 16:36,0,0,0,https://weibo.com/1233464247/OoTFBjUEQ
5,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#有正式单位的，可以干到65；没有正式单位的，65才能领退休金。是这样理解吗？ ​,夜间列车,2024-07-23 16:35,1,0,1,https://weibo.com/1100508501/OoTF4sy1y
5,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#SB，滚哦 ​,ttthe_ss,2024-07-23 16:29,0,0,0,https://weibo.com/7768560604/OoTCC5Q4g
6,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#那00后还是可以50岁退休，我说的对吗？ ​,超级威猛螺旋飞天艾格尼丝公主,2024-07-23 16:24,0,0,0,https://weibo.com/7744856256/OoTAA1ZOn
6,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#我一直觉得阳了之后活不到领退休金那天，这下好了，65岁才退休，可能真的领不到了 ​,埸的灰oVo,2024-07-23 16:12,0,0,0,https://weibo.com/2790765743/OoTvC05Ll
6,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#这个是真的吗 也没看到具体的公告 啊啊啊啊啊啊  ​,一只小猪-呀,2024-07-23 16:11,0,0,0,https://weibo.com/6055403718/OoTvgpFyl
6,90后退休时间延长到65岁以后,好消息#90后退休时间延长到65岁以后#是假的，发布者监管之声图二是个未经认证的自媒体，坏消息目前看90后谁都别想跑 ​,暴食症患者李舜生,2024-07-23 16:10,33,258,1366,https://weibo.com/7217947278/OoTuVF8Hs
6,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#这样的话。。还不如每个月的社保钱攥在手里要紧。。不然都不一定活得到把退休金领回本的年纪 ​,Jackson·kk,2024-07-23 16:09,0,0,0,https://weibo.com/5736325743/OoTujAh22
6,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#快买东西取悦下辛苦的自己吧65岁退休别攒钱了#千江意搞笑合集# ​,千江意,2024-07-23 16:05,0,0,3,https://weibo.com/6471143250/OoTsViij5
6,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#西安超话 2西安 ​,亮之于东,2024-07-23 16:03,0,1,3,https://weibo.com/1668873115/OoTs45WJU
6,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#假的吧，现在生活环境那么差，都在透支健康来维持基本生存需要能活到那时候吗，到咱们那时候，平均寿命能有70吗？ ​,念念小露,2024-07-23 16:03,0,0,1,https://weibo.com/6668744471/OoTrYrPw3
6,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#其实说退休也就是啥时候能领钱！不是啥时候不工作！但是现在遇见的情况是40找工作已经挺费劲了！50也就是保洁了！60保安都不要这么大的！而且人工智能发展快速，快递、司机、保洁都在被取代！现在真是有点焦虑！但是想想祖国妈妈也不可能饿死我！到时肯定会有别的转机，说不定就在家躺着晒阳阳也给钱呢！哈哈哈哈哈 ,安啰咯,2024-07-23 16:00,0,1,0,https://weibo.com/2611717791/OoTqU15U0
6,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#不要脸，是谁掏空了我们的养老金，硕鼠硕鼠！ ​,stoner去乌克兰,2024-07-23 15:59,0,0,1,https://weibo.com/6079408777/OoTqE6YiT
7,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#这种散步谣言的可以抓进去吗搁这儿整什么焦虑呢 ​,NANA的小兔牙,2024-07-23 15:56,0,0,2,https://weibo.com/7482606572/OoTpjmAtW
7,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#谁知道能活多久呢。 ​,清禹00,2024-07-23 15:51,0,0,0,https://weibo.com/2618318031/OoTnitB1p
7,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#我真服了 ​,退休之前抢到么么哒,2024-07-23 15:48,0,0,1,https://weibo.com/6999773205/OoTm5grBt
7,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#你真是嫌弃我活的长啊 ​,无恙czdlsxyyl,2024-07-23 15:43,0,0,0,https://weibo.com/7713307501/OoTjXdA0c
7,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后# 别操心了家人们，互联网民工到35就可以享受无料退休了 ​,卷子正在030,2024-07-23 15:38,0,3,8,https://weibo.com/3722537220/OoTi31Rbp
7,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#没事35就退休了，很快了。 ​,古希腊掌管情绪价值的神,2024-07-23 15:24,0,0,0,https://weibo.com/5953288865/OoTcd0XWT
7,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#金猴奋起千钧棒， 玉宇澄清万里埃。 今日欢呼孙大圣， 只缘妖雾又重来。 ​,长歌集,2024-07-23 15:12,0,0,1,https://weibo.com/5574642146/OoT7t3oDa
7,90后退休时间延长到65岁以后,不知道能不能顺利活到那时候#90后退休时间延长到65岁以后# ​,爬在树的小青蛙,2024-07-23 15:10,0,0,0,https://weibo.com/6512170816/OoT6nCCjN
7,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#怎么才能不交社保，我活不到领退休金的年龄 ​,小高该睡了,2024-07-23 15:09,0,0,1,https://weibo.com/2039150232/OoT6jtkPJ
8,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#SB ​,酒红色1988225,2024-07-23 15:09,0,0,0,https://weibo.com/5444376602/OoT66s8Fr
8,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#我没怎么交过社保，把钱存自己口袋或者花了吧 ​,木登不登25,2024-07-23 15:04,0,0,0,https://weibo.com/3305672300/OoT41mBzD
8,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#人间清醒，65岁退休，不见得65前一直能有工作 ​,是小仙女的宝贝吖,2024-07-23 14:59,0,0,1,https://weibo.com/1872251873/OoT22zTG7
8,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#艹泥马，现在90都虚岁35了，找工作就要被嫌弃年纪大了，有工作的要准备被辞退了。现在大龄都不好找工作呢还尼玛延迟退休呢？国家给分配工作岗位到65岁吗？净赶上这缺德玩意儿要是国家不给分配工作到65岁的工作单位，就别提延迟退休 ​,U从心开始,2024-07-23 14:55,0,3,4,https://weibo.com/2553105233/OoT0jaisM
8,90后退休时间延长到65岁以后,前段时间很多人都在讲“班味”这个梗🙈确实大家在上班后是变的又累又丑了得知自己的#退休年龄#是65岁，这下好了，这“班味”注定跟我到老~心塞啊😭……不过，针对我们上班族姐妹们皮肤暗沉、粗糙、泛红敏感等问题，确实有一款项目适合改善我们的肌肤——那就是超光子✅什么是超光子呢？超光子技术是利用高频光子束对皮肤进行zhi疗。其原理是通过多波长的强脉冲光，对皮肤进行选择性光热作用，击碎目标色素或毛囊细胞，同时刺激胶原蛋白的再生。✅超光子技术的主要特点？光子能量更高，作用层次更深，zhi疗范围更广泛，因此在很多皮肤问题上表现出色。✅超光子的主要功效和作用1. 皮肤年轻化2. qu斑和美白3. 痤疮和痘印处理4. 红血丝和血管性病变5. 毛孔收缩可以说超光子是不会出错的全能选手❗姐妹们🤗，工作再忙也要记得爱护自己！身心愉悦才是最美的！不要忘了给肌肤放个小假，恢复一下元气满满的状态🥰#90后退休时间延长到65岁以后##上微博学变美#医美超话 ,摸鱼美学家,2024-07-23 14:54,0,0,1,https://weibo.com/3325448600/OoSZUdeYX
8,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#真的吗？感觉好焦虑啊！！！毕业至今，社保未断过，感觉白交了！！！60大寿的时候还需要请示领导要求放假 ​,小郭郭郭郭郭郭郭郭-,2024-07-23 14:46,0,0,0,https://weibo.com/2836378220/OoSWOyn0J
8,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#那以后可能就是：领导我要请个假，明天我过六十大寿？ ​,花生説,2024-07-23 14:44,1,143,424,https://weibo.com/3932471637/OoSVS7s6V
8,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#笑死了就这还催三胎？？？不怪我身边的人都润出国了 理解了 ​,青青糯山来一杯,2024-07-23 14:40,0,0,0,https://weibo.com/2963746783/OoSUmlxJQ
8,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#还交个屁的社保，能不能活到退休还不好说呢 ​,Herschexxx,2024-07-23 14:25,0,0,1,https://weibo.com/7341833326/OoSOlqPYs
9,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#预测一下之后的热搜词条如下：#办公室黄昏恋被发现要离职吗#适合60岁同事的团建地点# #65岁同事退休趴最好吃的流食这样做#午休发现同事硬硬的原来是死了#气质通勤老花镜推荐#62岁同事皮肤超绝松弛感 ​,韩媛媛courteny,2024-07-23 14:24,0,0,3,https://weibo.com/1376869200/OoSO5cW0l
9,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#又心酸又好笑 ​,来来去去之间x,2024-07-23 14:24,0,0,0,https://weibo.com/7480453833/OoSNH3Bx7
9,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#去年是60，今年变65，明年再变70，直接干到死得了 ​,你管我发什么h,2024-07-23 14:19,0,0,0,https://weibo.com/6364165230/OoSM3j0RH
9,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#即便能活到65，交了这么多年养老金，我还能领几年啊？交40年领10来年就算多的了。 ​,一个寂寞的星星,2024-07-23 14:17,0,0,0,https://weibo.com/5938601581/OoSL4qFsn
9,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#还是城里人会玩，农民就没有退休一说，只要没有死，无论是七十还是九十都在地里干活。 ​,握瑾怀瑜-CC,2024-07-23 14:15,1,0,0,https://weibo.com/1982545221/OoSKcnik9
9,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后# ​,Joey-H,2024-07-23 14:15,0,0,0,https://weibo.com/2132101311/OoSK7DuCX
9,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后# 牛波一 ​,笨蛋小狗iy,2024-07-23 14:14,0,0,1,https://weibo.com/7338961591/OoSJMphSf
9,90后退休时间延长到65岁以后,#退休年龄# 全部65岁 ？失业了包分配工作吗？ #90后退休时间延长到65岁以后# ​（@小讧同学） ​,摄影师的茶话会,2024-07-23 14:09,0,0,0,https://weibo.com/6068931121/OoSHJzVrD
9,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#喜欢搞办公室恋情的有福了 可以和同事一起白头偕老 ​,一颗鹌鹑蛋kk,2024-07-23 14:09,0,3,2,https://weibo.com/7212001518/OoSHH2aGf
9,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#干脆点，穷人老了要领退休金就杀了算了，别一点点试探了！ ​,羡影空人心,2024-07-23 14:04,0,0,4,https://weibo.com/6528843659/OoSFBogz2
10,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#一样缴退休金，高干的退休待遇真心不想说，一天一地。我们几个年轻人缴的养老保险还不够养一个高干。 ​,曼彻斯特的猫咪,2024-07-23 14:01,0,0,0,https://weibo.com/5627902609/OoSEJCuLe
10,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#去其精华，取其糟粕。这个时候和人家对比说我们退时间太早了？《中华人民共和国劳动法》取消了？假期保证了？普通百姓工人工资真的提高了？一生牛马，生生世世牛马，老牛马生小牛马。 ​,仙气飘飘小仙女Gem,2024-07-23 14:01,0,2,7,https://weibo.com/7776849706/OoSExmQa0
10,90后退休时间延长到65岁以后,八字里的化象是这样的：比如甲日出生的人，要是生在辰戌丑未这些月份，天干上又有个己土和甲木碰在一起，这就叫甲己合化土。要是它们真合在一起了，咱们就用化出来的土作为用神，这时候走火运就挺好的。但是啊，要是命局里的木特别旺，或者木还有根气，那它们就合不成，反而还不吉利了。再比如，天干上有一个己土，但是有两个甲木都想来和它合，这就叫争合。或者甲己已经合在一起了，突然又冒出个乙木来，把化出来的土神给克了，这就叫妒合。这两种情况啊，都是格局被破坏了，就不能算是化象格了。#外交部回应拜登退出大选# #中国人民大学声明# #90后退休时间延长到65岁以后# ,开运大先生,2024-07-23 14:01,0,2,1,https://weibo.com/7174888200/OoSElyFTX
10,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#别说65岁以后了，我明天就想退休 ​,艾斯的呆兔子,2024-07-23 13:59,0,0,0,https://weibo.com/3290672423/OoSDIF0hj
10,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#1、对女性：要多交15年社保；2、对所有人：缩短了领养老金的年限（可能原先50岁退休，还能领40年，现在65岁退，身体大概率没有50岁退的好，乐观估计到85岁领20年）；3、在一家单位持续有工作根本不可能，50-65岁之间，会面临找不到工作+领不到退休金，只能依靠存款；4、延退，老年人占岗，年轻人就业更加困难；5、对已缴纳社会保险的人，没有契约精神，凭什么说变就变，说改就改；6、双职工家庭没有老人可以帮忙照看。 ,简单easy2016,2024-07-23 13:57,0,0,0,https://weibo.com/2443934833/OoSD0sk2S
10,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#60岁生病还得跟领导请病假、、、我服了 ​,二零二四晴_,2024-07-23 13:53,0,0,4,https://weibo.com/6046938297/OoSBsqevg
10,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#真是疯了，今年多少应届生连工作都找不到，这里还延长退休时间😂 ​,洁酱太可爱了怎么办,2024-07-23 13:52,0,0,0,https://weibo.com/5490384799/OoSAT4nuU
10,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#建议00后大学毕业就退休 ​,細數窗外雪飄落多繽紛-,2024-07-23 13:50,0,0,0,https://weibo.com/1842553022/OoSAd3sF7
10,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#我知道你很急，但你先别急，有可能不是65岁，让子弹再飞40年。 ​,西瓜defender,2024-07-23 13:43,0,0,0,https://weibo.com/5292645017/OoSx64YtE
10,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#这可怎么办，要工作到65岁才可以退休 ​,金州扣篮王_,2024-07-23 13:30,30,28,35,https://weibo.com/5587155113/OoSrLonWi
11,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#已躺平，反正等几年又会延长到75岁、85岁以后 ​,云胡不喜_安,2024-07-23 13:25,0,0,0,https://weibo.com/1760240890/OoSpNFTMZ
11,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#…… ​,熙烨-,2024-07-23 13:22,0,0,0,https://weibo.com/6176109218/OoSoJxSvl
11,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后# ​,-butterflyfish,2024-07-23 13:17,0,0,1,https://weibo.com/3854667135/OoSmFxF3u
11,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#昨天研究了下退休金，发现个残酷又悲伤的事实。到我退休每个月退休金才1500左右，知道真相的我眼泪流下来。还有比我少的同志吗？ ​,低调的一人迷,2024-07-23 13:14,1,18,1,https://weibo.com/1879686350/OoSllmJsQ
11,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#那你给我们多放点假啊，一年放上俩月，我就想上班了 ​,CHU方得,2024-07-23 13:13,0,0,0,https://weibo.com/5190345975/OoSkV8edS
11,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#md 脸呢 ​,九曦羽衣,2024-07-23 13:10,0,0,0,https://weibo.com/2518831245/OoSk17nNS
11,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#80后60能退不 ​,口外牙医吴斌,2024-07-23 13:07,0,1,3,https://weibo.com/2111862323/OoSiPpX9p
11,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后# 现在上班：你美甲在哪做的？以后上班：你假牙在哪做的？ ​,萌娜理啥,2024-07-23 13:05,0,0,2,https://weibo.com/5229254851/OoShRF8A2
11,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#我们90后好惨 ​,你是我的开心果呀,2024-07-23 13:01,0,0,0,https://weibo.com/5790193276/OoSg7gNwv
11,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后# 1990年之后(含1990年)出生的人员，不论男女都将调整为65岁退休…这是真实的吗？90后太难了啊… ​,剩半颗糖,2024-07-23 12:59,0,0,1,https://weibo.com/5709604837/OoSfphjT7
12,90后退休时间延长到65岁以后,#90后退休时间延长到65岁以后#一觉醒来还有四十年退休，悬着的心终于死了，都不用找养老地了，反正工作完就埋了 ​,只是一坨果汁,2024-07-23 12:58,0,4,1,https://weibo.com/3731250620/OoSf0qREx
